Combined_Text,Category
PENRIL &lt;PNL> SEEKS TO SELL TWO UNITS penril corp said seek sell triplett electr instrument corp subsidiari bluffton ohio triplett alltest divi hoffman estat ill part plan concentr three profit divi reduc debt load compani also said evalu plan satisfi oblig 1078 pct subordin note gave detail interest note due today penril said director clifford l alexand jr resign board gave reason penril said sharehold annual meet approv limit director liabil,acq
&lt;DALE BURDETT INC> FACES DAMAGE CLAIM dale burdett inc said face damag claim total 420000 dlr former owner burdett public inc compani said februari 20 1986 predecessor nolex develop inc acquir burdett public inc exchang 17 mln common share burdett public share transact qualifi california depart corpor result said former burdett public owner claim damag dale burdett successor nolex one yuear start januari 21 1987 damag measur differ valu share exchang plu interest februari 20 1986,acq
PUROLATOR &lt;PCC> IN BUYOUT WITH HUTTON &lt;EFH> new jerseyba overnight messeng purol courier corp said agr acquir 265 mln dlr compani form ef hutton lbo inc certain manag purol u courier busi analyst said purol sale time purol announc earlier mull takeov bid analyst wrongli predict offer anoth courier compani hutton lbo wholli subsidiari ef hutton group inc major owner compani hutton said acquir compani pc acquisit inc pay 35 dlr cash per share 83 pct purol stock tender offer begin thursday rest share purcha secur warrant buy stock subsidiari pc acquisit contain purol u courier oper share purol tender sharehold would receiv share 29 dlr cash six dlr debentur warrant buy share subsidiari pc acquisit contain u courier oper hutton said merger sharehold would get 46 mln dlr aggreg amount guarant debentur due 2002 pc acquisit warrant buy 15 pct common stock pc courier subsidiari hutton said compani valu warrant two three dlr per share purol stock price close 35125 dlr friday analyst estim compani worth mid 30 least one said would worth 38 42 dlr follow sale two purol unit agr recent sell canadian courier unit onex capit 170 mln dlr previou sold auto filter busi purol retain stant divi make closur cap radiat ga tank hutton spokesman said firm review option stant purol courier busi lag u rival high price paid past sever year add air deliveri ground fleet ef hutton provid 279 mln dlr fund complet transact socal bridg financ replac later longterm debt like form bank loan hutton said hutton lbo commit keep courier busi presid warren idsal said purol lost 120 mln dlr last two year larg due u courier oper believ manag turn around beliv seriou competitor futur said idsal william taggart chief execut offic u courier divi chief execut offic new compani tender offer condit minimum two third common stock tender withdrawn expir offer well certain condit offer begin thursday subject clearanc staff interst commerc commiss expir 20 busi day commenc unless extend,acq
FINANCIAL SANTA BARBARA &lt;FSB> TO MAKE PURCHASE financ corp santa barbara said sign definit agreement purcha stanwel financ lend oper unit mortgag bank compani stanwel mortgag undisclo term,acq
BBC AG BROWN BOVERI UND CIE &lt;BBCZ.Z> 1986 YEAR parent compani net profit 128 mln swiss franc v 75 mln order receiv 221 billion franc v 261 billion sale 225 billion franc v 249 billion group sale 1383 billion franc v 1388 billion group order 1103 billion franc v 1300 billion reut,earn
MARRIOTT &lt;MHS> TO SELL HOTEL four season hotel said vm realti partner chicago agr purcha santa barbara biltmor hotel marriott corp undisclo amount said ventur renam hotel four season biltmor santa barbara invest 13 mln dlr improv 228room properti,acq
"BROWN BOVERI OMITS DIVIDEND, PLANS WARRANT BOND bbc ag brown boveri und cie bbczz said omit dividend 1986 second consecut year said plan invit sharehold nonvot stockhold subscrib warrant bond issu around 150 mln swiss franc made june 2 annual meet valu stock subscript right correspond roughli dividend 30 franc per share paid 1984 compani also plan issu particip certif par valu 70 mln swiss franc exist sharehold exclud",earn
"VIACOM SAID IT HAS NEW NATIONAL AMUSEMENTS, MCV HOLDINGS BIDS
 viacom said new nation amu mcv hold bid",acq
LAROCHE STARTS BID FOR NECO &lt;NPT> SHARES investor david f la roch north kingstown ri said offer purcha 170000 common share neco enterpri inc 26 dlr said success complet offer plu share alreadi would give 505 pct neco 962016 common share la roch said may buy possibl neco share said offer withdraw right expir 1630 est2130 gmt march 30 1987,acq
&lt;SDC SYDNEY DEVELOPMENT CORP> NINE MTHS LOSS period end decemb 31 1986 oper shr loss 108 dlr v loss 84 ct oper loss 7700000 v loss 1700000 rev 11800000 v 9800000 note current shr net exclud extraordinari gain 300000 dlr five ct shr versu extraordinari gain 200000 dlr four ct shr,earn
SENIOR ENGINEERING MAKES 12.5 MLN DLR US PURCHASE senior engin group plc said reach agreement cronu industri inc acquir whole share capit south western engin co 125 mln dlr cash sum financ term loan south western one u lead manufactur heat transfer equip turnov 5486 mln dlr pretax profit 172 mln 1986 complet deal condit approv u hartscottrodino regul expect within 30 day 350000 dlr payabl immedi 12 mln dlr payabl complet balanc due june 30 1987,acq
CHEUNG KONG CHAIRMAN SEES STRONG RESULTS IN 1987 cheung kong hold ltd ckghhk expect strong result year report better expect profit 1986 chairman li kash said give specif earn project told report firm pay total dividend le 19 cent share year oneforfour bonu issu fourforon stock split compani earlier declar total dividend equal 15 cent share 1986 adjust stock split bonu issu cheung kong earn rose 128 billion hk dlr 1986 well market expect 920 mln one billion dlr compar profit 5517 mln dlr 1985 cheung kong also report extraordinari gain 9836 mln dlr mainli firm sale hong kong hilton hotel hongkong electr hold ltd hkehhk one billion dlr gain 813 mln dlr 1985 li attribut surg 1986 earn buoyant local properti market substanti increa contribut associ compani look ahead 1987 anoth year stabil properti market li said growth hong kong export expect stimul demand industri build cheung kong cash rich look new project british coloni li said note firm interest land reclam project along hong kong harbour exchang view govern propo build second airport,earn
"WHITTAKER CORP 1ST QTR OPER SHR 17 CTS VS 25 CTS
 whittak corp 1st qtr oper shr 17 ct v 25 ct",earn
VIACOM &lt;VIA> RECEIVES TWO REVISED OFFERS viacom intern inc said receiv revi merger offer nation amu inc mcv hold inc compani said special committ plan meet later today review offer viacom said nation amu arsen hold inc rai valu offer viacom share held nation amu three area nation amu hold 196 pct viacom stock cash valu offer rai 4200 dlr 4050 dlr viacom share offer februari 23 valu fraction share exchang prefer offer increa 750 dlr share six dlr interest rate use increa cash valu merger delay beyond april 30 rai nine pct eight pct 12 pct may 31 viacom spokesman said arsen hold offer continu includ 20 pct interest arsen present viacom sharehold viacom said mcv hold group includ compani senior manag equit life assur societi unit state rai valu offer increa valu prefer offer 850 dlr 800 dlr share rai ownership new compani held present viacom sharehold 45 pct 25 pct mcv call previou offer made februari 26 final propo revi agreement viacom,acq
"WASTE MANAGEMENT CORP VOTES TWO FOR ONE STOCK SPLIT AND BOOSTS QTLY DIVIDEND TO 18 CTS
 wast manag corp vote two one stock split boost qtli dividend 18 ct",earn
"PITTSTON AGREES TO ACQUIRE WTC INTERNATIONAL IN EXCHANGE OF STOCK
 pittston agr acquir wtc intern exchang stock",acq
TUESDAY MORNING INC &lt;TUES> 4TH QTR NET shr 119 dlr v 146 dlr net 3150185 v 2665284 rev 279 mln v 241 mln avg shr 2653646 v 1826858 year shr 145 dlr v 137 dlr net 3611802 v 2502443 sale 622 mln v 528 mln avg shr 2489978 v 1826858,earn
"DIAGNOSTIC/RETRIEVAL SYSTEMS INC MAKES 53 MLN DLR BID FOR ROSPATCH CORP
 diagnosticretriev system inc make 53 mln dlr bid rospatch corp",acq
